"","_date_collected","_hash_key","_owner_id","_process_id","_provider_name","_record_id","_transfer_id","bred_gap","bred_reason","bred_result","breeding_code","days_in_milk","event_date","event_time_local","event_time_utc","from_pen_id","remark","result","src_event_id","src_protocol","src_tag_id","src_technician_id","src_descr","technician_name","to_pen_id"
"1","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c66","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",145,"2023-08-08",NA,NA,NA,"75 DAYS",NA,"OK",NA,14,NA,NA,NA,NA
"2","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c67","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",198,"2023-08-22",NA,NA,NA,"72 DAYS",NA,"OK",NA,181,NA,NA,NA,NA
"3","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c68","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",204,"2023-08-28",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,181,NA,NA,NA,NA
"4","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c69","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",172,"2023-08-01",NA,NA,NA,"HFR",NA,"OK",NA,231,NA,NA,NA,NA
"5","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6a","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",179,"2023-08-08",NA,NA,NA,"90 DAYS",NA,"OK",NA,231,NA,NA,NA,NA
"6","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6b","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",209,"2023-09-07",NA,NA,NA,"TETDLR",NA,"LAME","HairyHeel (D)",231,NA,NA,NA,NA
"7","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6c","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"Y",133,"2023-07-29",NA,NA,NA,"629H19973",NA,"BRED",NA,271,"7",NA,"Trinity",NA
"8","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6d","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",169,"2023-08-15",NA,NA,NA,"TWINS",NA,"OK",NA,281,NA,NA,NA,NA
"9","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6e","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"W",153,"2023-08-20",NA,NA,NA,"629H19773",NA,"BRED",NA,301,"3",NA,"Walter",NA
"10","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c6f","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",0,"2023-08-05",NA,NA,NA,NA,NA,"FRESH",NA,391,NA,NA,NA,NA
"11","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c70","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",3,"2023-08-08",NA,NA,NA,"FR",NA,"FLAG",NA,391,NA,NA,NA,NA
"12","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c71","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",20,"2023-08-25",NA,NA,NA,"F005T008",NA,"MOVE",NA,391,NA,NA,NA,NA
"13","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c72","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",35,"2023-09-09",NA,NA,NA,"MLV",NA,"VACC",NA,391,NA,NA,NA,NA
"14","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c73","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",19,"2023-08-04",NA,NA,NA,"F005T006",NA,"MOVE",NA,421,NA,NA,NA,NA
"15","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c74","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",32,"2023-08-17",NA,NA,NA,"MLV",NA,"VACC",NA,421,NA,NA,NA,NA
"16","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c75","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",40,"2023-08-25",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,421,NA,NA,NA,NA
"17","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c76","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",70,"2023-08-15",NA,NA,NA,"LUT",NA,"OK",NA,431,NA,NA,NA,NA
"18","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c77","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"T",73,"2023-08-18",NA,NA,NA,"629H19773",NA,"BRED",NA,431,"1",NA,"Mark",NA
"19","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c78","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",83,"2023-08-28",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,431,NA,NA,NA,NA
"20","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c79","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",68,"2023-08-15",NA,NA,NA,"LUT",NA,"OK",NA,441,NA,NA,NA,NA
"21","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7a","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"T",71,"2023-08-18",NA,NA,NA,"829XB116",NA,"BRED",NA,441,"1",NA,"Mark",NA
"22","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7b","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",81,"2023-08-28",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,441,NA,NA,NA,NA
"23","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7c","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",50,"2023-08-25",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,461,NA,NA,NA,NA
"24","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7d","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",43,"2023-08-10",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,471,NA,NA,NA,NA
"25","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7e","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",69,"2023-09-05",NA,NA,NA,"LUT",NA,"OK",NA,471,NA,NA,NA,NA
"26","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c7f","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"W",71,"2023-09-07",NA,NA,NA,"629H20544",NA,"BRED",NA,471,"7",NA,"Trinity",NA
"27","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c80","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",71,"2023-09-07",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,471,NA,NA,NA,NA
"28","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c81","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",38,"2023-08-10",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,481,NA,NA,NA,NA
"29","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c82","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",64,"2023-09-05",NA,NA,NA,"LUT",NA,"OK",NA,481,NA,NA,NA,NA
"30","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c83","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"T",67,"2023-09-08",NA,NA,NA,"629H19973",NA,"BRED",NA,481,"7",NA,"Trinity",NA
"31","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c84","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",0,"2023-08-18",NA,NA,NA,NA,NA,"FRESH",NA,491,NA,NA,NA,NA
"32","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c85","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",3,"2023-08-21",NA,NA,NA,"FR",NA,"FLAG",NA,491,NA,NA,NA,NA
"33","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c86","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",22,"2023-09-09",NA,NA,NA,"MLV",NA,"VACC",NA,491,NA,NA,NA,NA
"34","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c87","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",0,"2023-08-18",NA,NA,NA,NA,NA,"FRESH",NA,501,NA,NA,NA,NA
"35","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c88","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",3,"2023-08-21",NA,NA,NA,"FR",NA,"FLAG",NA,501,NA,NA,NA,NA
"36","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c89","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",20,"2023-09-07",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,501,NA,NA,NA,NA
"37","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8a","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",22,"2023-09-09",NA,NA,NA,"MLV",NA,"VACC",NA,501,NA,NA,NA,NA
"38","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8b","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",117,"2023-08-14",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,800,NA,NA,NA,NA
"39","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8c","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"W",118,"2023-08-15",NA,NA,NA,"629H19773",NA,"BRED",NA,800,"7",NA,"Trinity",NA
"40","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8d","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",43,"2023-08-10",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,1041,NA,NA,NA,NA
"41","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8e","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",69,"2023-09-05",NA,NA,NA,"LUT",NA,"OK",NA,1041,NA,NA,NA,NA
"42","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c8f","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",71,"2023-09-07",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,1041,NA,NA,NA,NA
"43","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c90","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"T",72,"2023-09-08",NA,NA,NA,"629H20544",NA,"BRED",NA,1041,"7",NA,"Trinity",NA
"44","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c91","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",87,"2023-08-14",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,1061,NA,NA,NA,NA
"45","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c92","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",21,"2023-08-11",NA,NA,NA,"F005T008",NA,"MOVE",NA,1101,NA,NA,NA,NA
"46","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c93","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",27,"2023-08-17",NA,NA,NA,"MLV",NA,"VACC",NA,1101,NA,NA,NA,NA
"47","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c94","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",42,"2023-09-01",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,1101,NA,NA,NA,NA
"48","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c95","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",66,"2023-08-01",NA,NA,NA,"FORCL",NA,"RECK",NA,1111,NA,NA,NA,NA
"49","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c96","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",66,"2023-08-01",NA,NA,NA,"SOT",NA,"OK",NA,1111,NA,NA,NA,NA
"50","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c97","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",73,"2023-08-08",NA,NA,NA,"FORCL",NA,"RECK",NA,1111,NA,NA,NA,NA
"51","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c98","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",73,"2023-08-08",NA,NA,NA,"CL/GNRH",NA,"OK",NA,1111,NA,NA,NA,NA
"52","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c99","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",80,"2023-08-15",NA,NA,NA,"LUT",NA,"OK",NA,1111,NA,NA,NA,NA
"53","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9a","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"O",83,"2023-08-18",NA,NA,NA,"629H19773",NA,"BRED",NA,1111,"1",NA,"Mark",NA
"54","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9b","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",93,"2023-08-28",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,1111,NA,NA,NA,NA
"55","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9c","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",79,"2023-08-01",NA,NA,NA,"LUT",NA,"OK",NA,1121,NA,NA,NA,NA
"56","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9d","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"O",82,"2023-08-04",NA,NA,NA,"629H19773",NA,"BRED",NA,1121,"7",NA,"Trinity",NA
"57","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9e","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",92,"2023-08-14",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,1121,NA,NA,NA,NA
"58","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6c9f","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",27,"2023-08-04",NA,NA,NA,"F005T008",NA,"MOVE",NA,1191,NA,NA,NA,NA
"59","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca0","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",40,"2023-08-17",NA,NA,NA,"MLV",NA,"VACC",NA,1191,NA,NA,NA,NA
"60","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca1","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",48,"2023-08-25",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,1191,NA,NA,NA,NA
"61","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca2","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",253,"2023-08-15",NA,NA,NA,"74 DAYS",NA,"OK",NA,1339,NA,NA,NA,NA
"62","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca3","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",146,"2023-08-01",NA,NA,NA,"74 DAYS",NA,"OK",NA,1343,NA,NA,NA,NA
"63","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca4","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",221,"2023-08-01",NA,NA,NA,"71 DAYS",NA,"OK",NA,1354,NA,NA,NA,NA
"64","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca5","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",267,"2023-08-29",NA,NA,NA,NA,NA,"DNB",NA,1362,NA,NA,NA,NA
"65","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca6","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",271,"2023-09-05",NA,NA,NA,"73 DAYS",NA,"OK",NA,1365,NA,NA,NA,NA
"66","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca7","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",180,"2023-08-29",NA,NA,NA,"TWINS",NA,"OK",NA,1373,NA,NA,NA,NA
"67","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca8","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"W",147,"2023-07-31",NA,NA,NA,"829XB116",NA,"BRED",NA,1410,"7",NA,"Trinity",NA
"68","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6ca9","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"W",127,"2023-07-30",NA,NA,NA,"629H20538",NA,"BRED",NA,1414,"7",NA,"Trinity",NA
"69","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6caa","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",152,"2023-08-01",NA,NA,NA,"74 DAYS",NA,"OK",NA,1415,NA,NA,NA,NA
"70","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cab","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",161,"2023-08-15",NA,NA,NA,"74 DAYS",NA,"OK",NA,1420,NA,NA,NA,NA
"71","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cac","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",67,"2023-08-22",NA,NA,NA,"LUT",NA,"OK",NA,1991,NA,NA,NA,NA
"72","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cad","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"T",70,"2023-08-25",NA,NA,NA,"629H19773",NA,"BRED",NA,1991,"7",NA,"Trinity",NA
"73","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cae","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",83,"2023-09-07",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,1991,NA,NA,NA,NA
"74","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6caf","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",106,"2023-08-24",NA,NA,NA,"AHV RF",NA,"MAST","AHV",3048,NA,NA,NA,NA
"75","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb0","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",109,"2023-08-27",NA,NA,NA,"STAPH",NA,"CULTURE",NA,3048,NA,NA,NA,NA
"76","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb1","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",111,"2023-08-29",NA,NA,NA,"FORCL",NA,"RECK",NA,3048,NA,NA,NA,NA
"77","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb2","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",118,"2023-09-05",NA,NA,NA,"FORCL",NA,"RECK",NA,3048,NA,NA,NA,NA
"78","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb3","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",118,"2023-09-05",NA,NA,NA,"CL/GNRH",NA,"OK",NA,3048,NA,NA,NA,NA
"79","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb4","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",95,"2023-08-14",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,3062,NA,NA,NA,NA
"80","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb5","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",213,"2023-08-21",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,6761,NA,NA,NA,NA
"81","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb6","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",214,"2023-08-22",NA,NA,NA,"F003T011",NA,"MOVE",NA,6761,NA,NA,NA,NA
"82","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb7","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",229,"2023-09-06",NA,NA,NA,"SCC",NA,"SOLD",NA,6761,NA,NA,NA,NA
"83","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb8","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",249,"2023-09-01",NA,NA,NA,"AHV LF",NA,"MAST","AHV",6982,NA,NA,NA,NA
"84","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cb9","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",252,"2023-09-04",NA,NA,NA,"NOGROWTH",NA,"CULTURE",NA,6982,NA,NA,NA,NA
"85","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cba","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",212,"2023-08-06",NA,NA,NA,"F003T011",NA,"MOVE",NA,7315,NA,NA,NA,NA
"86","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cbb","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",215,"2023-08-09",NA,NA,NA,"STREP",NA,"CULTURE",NA,7315,NA,NA,NA,NA
"87","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cbc","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",222,"2023-08-16",NA,NA,NA,"SCC",NA,"SOLD",NA,7315,NA,NA,NA,NA
"88","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cbd","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",255,"2023-08-18",NA,NA,NA,"NG",NA,"CULTURE",NA,7372,NA,NA,NA,NA
"89","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cbe","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",14,"2023-08-04",NA,NA,NA,"F004T003",NA,"MOVE",NA,7499,NA,NA,NA,NA
"90","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cbf","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",17,"2023-08-07",NA,NA,NA,"NONE",NA,"FOOTRIM",NA,7499,NA,NA,NA,NA
"91","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cc0","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",27,"2023-08-17",NA,NA,NA,"MLV",NA,"VACC",NA,7499,NA,NA,NA,NA
"92","2023-09-11T06:00:41.912Z",NA,38,"64fead09325067d3583775b9","dc305_events","64fead0a11c26e47ea0e6cc1","EVT99_64feacf09ef0c9b377b3fc81",NA,NA,NA,"",42,"2023-09-01",NA,NA,NA,"BOVILLIS",NA,"VACC",NA,7499,NA,NA,NA,NA
