"_provider_name","_owner_id","_transfer_id","_date_collected","_record_id","_process_id","stage_name","src_tag_id","birth_date","birth_weight","breed","sex","dam_breed","dam_id","dam_ear_tag_id","dam_registration_num","ear_tag_id","registration_num","sire_id","sire_registration_num","today_date","barn_name","control_num","enroll_date","perm_string_pen","source_farm","305_day_mature_herd_equiv","abortion_date","abortion_determination_date","calf_sex_last_sire","beef_withdrawal_date","bullpen_entry_date","condition","conception_date","calf_livability","dry_date","src_days_dry","src_days_in_milk","src_days_open","due_to_freshen","calving_ease","embryo_transfer_dam","fresh_date","heat_date","hospital_date","heat_interval","first_to_grower_date","lactation_num","last_treatment_date","last_service_sire","mature_equivalent_factor","current_test_day_milk","milk_withdrawal_date","pregnant_open_date","recheck_date","reproduction","first_sire_preference","second_sire_preference","third_sire_preference","forth_sire_preference","sire_of_conception","sample_status","ovsynch_enrollment_date","times_bred","test_date","twin_code","vet_code","vet_check_date","reason_vet_check","weight_grower","src_pen_id","COMP#","BREED","DAMID","DMTAG","LMSV","LMSFD","TDAT","MILK","WMK1","TWIN","XLAME","LXLAM"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857c5","6502af98120a46269f2be432","Culled",9159,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909221","840003143909221",NA,NA,"2023-09-14","9159",NA,"2017-08-16",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",56,60,59,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00",NA,98,49,0,"0000-00-00","0000-00-00","SLD/DIE","629H19964","629H19810",NA,NA,NA,"0005","2022-11-29",0,"2022-12-17",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000007359","840003126770456","0052","12/19/22","12/17/22","000049",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857c6","6502af98120a46269f2be432","Culled",9160,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909222","840003143909222",NA,NA,"2023-09-14","9160",NA,"2017-08-16",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",51,429,428,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",46,"0000-00-00",3,"0000-00-00","829XB132",101,70,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","0000-00-00",7,"2022-12-17",NA,"000","2022-08-09",NA,NA,NA,"000000","H","0000006667","840003010537915","0036","12/25/22","12/17/22","000070",NA,"-","00001","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857c7","6502af98120a46269f2be432","Breeding",9161,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909223","840003143909223",NA,NA,"2023-09-14","9161",NA,"2017-08-17",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",45,151,150,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",42,"0000-00-00",4,"0000-00-00","829XB171",100,83,0,"0000-00-00","0000-00-00","BRED","629H20593","629H20761",NA,NA,NA,"0001","2023-08-01",3,"2023-08-29",NA,"000","2023-06-20",NA,NA,NA,"000000","H","0000007938","840003133290817","0067","09/13/23","08/29/23","000083",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857c8","6502af98120a46269f2be432","Voluntary Waiting Period",9166,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909228","840003143909228",NA,"840003014558962","2023-09-14","9166",NA,"2017-08-21",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",49,42,41,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",5,"0000-00-00",NA,107,88,0,"0000-00-00","0000-00-00","FRESH","629H19973","629H20761",NA,NA,NA,"0001","2023-09-05",0,"2023-08-29",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000007921","840003130408568","0034","09/13/23","08/29/23","000088",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857c9","6502af98120a46269f2be432","Culled",9169,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909231","840003143909231",NA,NA,"2023-09-14","9169",NA,"2017-08-21",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",45,507,506,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",3,"0000-00-00",NA,113,54,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","0000-00-00",0,"2022-11-21",NA,"000","2021-09-28",NA,NA,NA,"000000","H","0000006580","840003010537815","0045","12/05/22","11/21/22","000054",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857ca","6502af98120a46269f2be432","Voluntary Waiting Period",9170,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909232","840003143909232",NA,NA,"2023-09-14","9170",NA,"2017-08-22",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",44,19,18,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",5,"0000-00-00",NA,107,0,0,"0000-00-00","0000-00-00","FRESH","BEEF",NA,NA,NA,NA,"0001","0000-00-00",0,"0000-00-00",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000006767","982000208126772","0053","09/13/23","00000000","000000",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857cb","6502af98120a46269f2be432","Breeding",9172,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909234","840003143909234",NA,"840003124720360","2023-09-14","9172",NA,"2017-08-22",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",52,179,178,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",56,"0000-00-00",4,"0000-00-00","629H19973",98,83,0,"0000-00-00","0000-00-00","BRED","629H19973","629H20538",NA,NA,NA,"0001","2023-07-25",3,"2023-08-29",NA,"000","2023-08-29",NA,NA,NA,"000000","H","0000007952","840003133290851","0028","09/13/23","08/29/23","000083",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857cc","6502af98120a46269f2be432","Dry",9174,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909236","840003143909236",NA,NA,"2023-09-14","9174",NA,"2017-08-23",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-01-16",NA,"0000-00-00",42,407,178,"2023-10-23",NA,NA,"0000-00-00","0000-00-00","0000-00-00",41,"0000-00-00",4,"0000-00-00","829XB69",109,50,0,"0000-00-00","0000-00-00","DRY","BEEF",NA,NA,NA,"829XB69","0006","0000-00-00",4,"2023-08-29",NA,"000","2023-08-29",NA,NA,NA,"000000","H","0000007344","840003126770439","0052","08/31/23","08/29/23","000050",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857cd","6502af98120a46269f2be432","Pregnant",9176,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909238","840003143909238",NA,NA,"2023-09-14","9176",NA,"2017-08-23",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-02-17",NA,"0000-00-00",54,303,93,"2023-11-24",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB924",96,92,0,"0000-00-00","0000-00-00","PREG","629H20593","629H20761",NA,NA,"829XB924","0001","0000-00-00",1,"2023-08-29",NA,"000","2023-05-02",NA,NA,NA,"000000","H","0000006578","840003010537812","0062","09/13/23","08/29/23","000092",NA,"-","00001","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857ce","6502af98120a46269f2be432","Culled",9177,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909239","840003143909239",NA,NA,"2023-09-14","9177",NA,"2017-08-24",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2022-11-04",NA,"0000-00-00",38,299,67,"2023-08-11",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","629H19448",108,63,0,"0000-00-00","0000-00-00","SLD/DIE","629H20836","629H20544",NA,NA,"629H19448","0005","0000-00-00",1,"2023-06-19",NA,"000","2023-06-20",NA,NA,NA,"000000","H","0000007153","840003014071496","0072","06/22/23","06/19/23","000063",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857cf","6502af98120a46269f2be432","Culled",9183,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909245","840003143909245",NA,NA,"2023-09-14","9183",NA,"2017-08-28",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",46,37,36,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00",NA,103,84,0,"0000-00-00","0000-00-00","SLD/DIE","629H19810","629H20593",NA,NA,NA,"0005","2022-10-11",0,"2022-09-24",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000006684","840003010537941","0037","10/12/22","09/24/22","000084",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d0","6502af98120a46269f2be432","Culled",9184,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909246","840003143909246",NA,NA,"2023-09-14","9184",NA,"2017-08-29",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2022-12-21",NA,"0000-00-00",52,200,79,"2023-09-27",NA,NA,"0000-00-00","0000-00-00","0000-00-00",12,"0000-00-00",4,"0000-00-00","829XB924",98,73,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,"829XB924","0005","0000-00-00",2,"2023-04-19",NA,"000","2023-03-07",NA,NA,NA,"000000","H","0000007875","840003130408522","0031","04/16/23","04/19/23","000073",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d1","6502af98120a46269f2be432","Culled",9186,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909248","840003143909248",NA,NA,"2023-09-14","9186",NA,"2017-08-30",0,NA,NA,"0000-00-00","0000-00-00",NA,"2022-10-17","0000-00-00",NA,"2022-12-30",NA,"0000-00-00",39,338,185,"2023-10-06",NA,NA,"0000-00-00","0000-00-00","0000-00-00",43,"0000-00-00",4,"0000-00-00","829XB924",105,72,2022,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,"829XB924","0005","0000-00-00",3,"2023-05-16",NA,"000","2023-03-14",NA,NA,NA,"000000","H","0000007965","840003133290864","0045","05/30/23","05/16/23","000072",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d2","6502af98120a46269f2be432","Culled",9187,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909249","840003143909249",NA,NA,"2023-09-14","9187",NA,"2017-08-30",0,NA,NA,"2023-01-13","2023-01-20",NA,"0000-00-00","0000-00-00",NA,"2023-05-05",NA,"0000-00-00",14,188,112,"2024-02-09",NA,NA,"0000-00-00","0000-00-00","0000-00-00",42,"0000-00-00",4,"0000-00-00","829XB69",96,0,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,"829XB69","0005","0000-00-00",2,"2023-07-18",NA,"000","2023-07-18",NA,NA,NA,"000000","H","0000007901","840003130408548","0029","07/06/23","07/18/23","000000",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d3","6502af98120a46269f2be432","Pregnant",9188,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909250","840003143909250",NA,"840003123886035","2023-09-14","9188",NA,"2017-08-30",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-02-10",NA,"0000-00-00",46,332,115,"2023-11-17",NA,NA,"0000-00-00","0000-00-00","0000-00-00",42,"0000-00-00",4,"0000-00-00","629H20836",98,83,0,"0000-00-00","0000-00-00","PREG","629H19773","629H20836",NA,NA,"629H20836","0001","0000-00-00",2,"2023-08-29",NA,"000","2023-04-25",NA,NA,NA,"000000","H","0000000000","72852975","0073","09/13/23","08/29/23","000083",NA,"E","00001","00003"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d4","6502af98120a46269f2be432","Pregnant",9190,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909252","840003143909252",NA,NA,"2023-09-14","9190",NA,"2017-08-30",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-01-23",NA,"0000-00-00",46,332,97,"2023-10-30",NA,NA,"0000-00-00","0000-00-00","0000-00-00",24,"0000-00-00",4,"0000-00-00","629H19964",98,79,0,"0000-00-00","0000-00-00","PREG","BEEF",NA,NA,NA,"629H19964","0001","0000-00-00",2,"2023-08-29",NA,"015","2023-09-12",NA,NA,NA,"000000","H","0000007355","840003126770452","0023","09/13/23","08/29/23","000079",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d5","6502af98120a46269f2be432","Pregnant",9192,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909254","840003143909254",NA,NA,"2023-09-14","9192",NA,"2017-08-31",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-03-24",NA,"0000-00-00",56,245,70,"2023-12-29",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB69",96,89,0,"0000-00-00","0000-00-00","PREG","629H20761","629H19973",NA,NA,"829XB69","0001","0000-00-00",1,"2023-08-29",NA,"000","2023-06-06",NA,NA,NA,"000000","H","0000007252","840003125152076","0034","09/13/23","08/29/23","000089",NA,"-","00000","00003"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d6","6502af98120a46269f2be432","Culled",9194,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909256","840003143909256",NA,NA,"2023-09-14","9194",NA,"2017-08-31",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",40,21,20,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",5,"0000-00-00",NA,101,0,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","0000-00-00",0,"2023-06-19",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000003826","840003010516506","0029","04/20/23","06/19/23","000000",NA,"-","00000","00002"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d7","6502af98120a46269f2be432","Dry",9196,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909258","840003143909258",NA,NA,"2023-09-14","9196",NA,"2017-08-31",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-01-06",NA,"0000-00-00",47,304,72,"2023-10-13",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB924",98,0,0,"0000-00-00","0000-00-00","DRY","629H20761","629H19973",NA,NA,"829XB924","0006","0000-00-00",1,"2023-08-29",NA,"000","2023-08-22",NA,NA,NA,"000000","H","0000007363","840003126770472","0026","08/24/23","08/29/23","000000",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d8","6502af98120a46269f2be432","Culled",9198,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909260","840003143909260",NA,NA,"2023-09-14","9198",NA,"2017-09-01",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-03-10",NA,"0000-00-00",57,201,69,"2023-12-15",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB69",96,91,0,"0000-00-00","0000-00-00","SLD/DIE","629H20544","629H20836",NA,NA,"829XB69","0005","0000-00-00",1,"2023-07-18",NA,"000","2023-05-23",NA,NA,NA,"000000","H","0000007318","840003125152168","0030","07/17/23","07/18/23","000091",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857d9","6502af98120a46269f2be432","Culled",9200,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909262","840003143909262",NA,NA,"2023-09-14","9200",NA,"2017-09-02",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-01-13",NA,"0000-00-00",49,194,70,"2023-10-20",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB69",96,95,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,"829XB69","0005","0000-00-00",1,"2023-04-19",NA,"000","2023-03-28",NA,NA,NA,"000000","H","0000006733","840003010537998","0038","05/02/23","04/19/23","000095",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857da","6502af98120a46269f2be432","Culled",9205,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909267","840003143909267",NA,NA,"2023-09-14","9205",NA,"2017-09-06",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",46,108,107,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB136",108,80,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","2022-10-18",1,"2022-10-21",NA,"000","2022-10-11",NA,NA,NA,"000000","H","0000006707","840003010537965","0050","11/01/22","10/21/22","000080",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857db","6502af98120a46269f2be432","Culled",9207,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909309","840003143909309",NA,NA,"2023-09-14","9207",NA,"2017-09-06",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",10,28,27,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",5,"0000-00-00",NA,104,0,0,"0000-00-00","0000-00-00","SLD/DIE","629H20593","629H19973",NA,NA,NA,"0005","0000-00-00",0,"2023-06-19",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000007200","840003014071713","0065","07/08/23","06/19/23","000000",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857dc","6502af98120a46269f2be432","Dry",9209,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909311","840003143909311",NA,"840003131910933","2023-09-14","9209",NA,"2017-09-07",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2022-12-02",NA,"0000-00-00",46,305,73,"2023-09-08",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","629H18705",103,0,0,"0000-00-00","0000-00-00","DRY","BEEF",NA,NA,NA,"629H18705","0006","0000-00-00",1,"2023-08-29",NA,"000","2023-07-18",NA,NA,NA,"000000","H","0000000000","840003011538078","0030","07/20/23","08/29/23","000000",NA,"E","00001","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857dd","6502af98120a46269f2be432","Culled",9211,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909313","840003143909313",NA,"840003014558977","2023-09-14","9211",NA,"2017-09-08",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",54,100,99,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","629H20541",108,91,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","2022-10-04",1,"2022-11-21",NA,"000","2022-11-08",NA,NA,NA,"000000","H","0000006717","840003010537982","0060","11/30/22","11/21/22","000091",NA,"-","00000","00002"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857de","6502af98120a46269f2be432","Culled",9213,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909315","840003143909315",NA,NA,"2023-09-14","9213",NA,"2017-09-08",0,NA,NA,"2022-08-02","2022-08-02",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",51,360,359,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",23,"0000-00-00",3,"0000-00-00","829XB69",106,58,0,"0000-00-00","0000-00-00","SLD/DIE","629H19964","629H18705",NA,NA,NA,"0005","0000-00-00",3,"2022-08-18",NA,"000","2022-08-02",NA,NA,NA,"000000","H","0000007209","840003125152007","0033","09/01/22","08/18/22","000058",NA,"-","00000","00000"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857df","6502af98120a46269f2be432","Voluntary Waiting Period",9214,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909316","840003143909316",NA,"840003014558977","2023-09-14","9214",NA,"2017-09-08",0,NA,NA,"0000-00-00","0000-00-00",NA,"2023-08-31","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",47,30,29,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",5,"0000-00-00",NA,107,0,2023,"0000-00-00","0000-00-00","FRESH","BEEF",NA,NA,NA,NA,"0001","0000-00-00",0,"2023-08-29",NA,"000","0000-00-00",NA,NA,NA,"000000","H","0000007293","840003125152124","0040","06/29/23","08/29/23","000000",NA,"-","00000","00003"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857e0","6502af98120a46269f2be432","Pregnant",9219,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909321","840003143909321",NA,NA,"2023-09-14","9219",NA,"2017-09-09",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"2023-02-10",NA,"0000-00-00",53,290,73,"2023-11-17",NA,NA,"0000-00-00","0000-00-00","0000-00-00",0,"0000-00-00",4,"0000-00-00","829XB924",96,77,0,"0000-00-00","0000-00-00","PREG","629H20593","629H19973",NA,NA,"829XB924","0001","0000-00-00",1,"2023-08-29",NA,"000","2023-04-25",NA,NA,NA,"000000","H","0000007331","840003126770413","0040","09/13/23","08/29/23","000077",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857e1","6502af98120a46269f2be432","Culled",9220,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909322","840003143909322",NA,NA,"2023-09-14","9220",NA,"2017-09-10",0,NA,NA,"0000-00-00","0000-00-00",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",50,655,654,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",29,"0000-00-00",3,"0000-00-00","829XB142",113,88,0,"0000-00-00","0000-00-00","SLD/DIE","BEEF",NA,NA,NA,NA,"0005","0000-00-00",5,"2023-04-19",NA,"000","2022-05-24",NA,NA,NA,"000000","H","0000007292","840003125152123","0016","05/15/23","04/19/23","000088",NA,"-","00000","00001"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857e2","6502af98120a46269f2be432","Culled",9222,"0000-00-00",NA,NA,NA,"H",NA,NA,NA,"840003143909324","840003143909324",NA,"840003124720360","2023-09-14","9222",NA,"2017-09-11",0,NA,NA,"2023-08-01","2023-08-01",NA,"0000-00-00","0000-00-00",NA,"0000-00-00",NA,"0000-00-00",34,273,272,"0000-00-00",NA,NA,"0000-00-00","0000-00-00","0000-00-00",56,"0000-00-00",4,"0000-00-00","829XB924",96,83,0,"0000-00-00","0000-00-00","SLD/DIE","629H19973","629H20761",NA,NA,NA,"0005","0000-00-00",2,"2023-07-18",NA,"000","2023-08-01",NA,NA,NA,"000000","H","0000007990","840003133290890","0047","08/15/23","07/18/23","000083",NA,"-","00002","00006"
"dc305_animals",38,"FILEOUT93_6502af7eb33f02de8fbd352b","2023-09-14T07:00:40.891Z","6502af99e8fdd5d4a00857e3","6502af98120a46269f2be432","Pregnant",9225,"0000-00-00",NA,NA,"Female","H",NA,NA,NA,"840003143909327","840003143909327",NA,NA,"2023-09-14","9225",NA,"2017-09-12",0,NA,NA,"0000-00-00","0000-00-00",NA,"2022-08-27","0000-00-00",NA,"2023-03-24",NA,"0000-00-00",53,311,136,"2023-12-29",NA,NA,"0000-00-00","0000-00-00","0000-00-00",22,"0000-00-00",4,"0000-00-00","829XB69",96,90,2022,"0000-00-00","0000-00-00","PREG","629H20761","629H19973",NA,NA,"829XB69","0001","0000-00-00",3,"2023-08-29",NA,"000","2023-06-06",NA,NA,NA,"000000","H","0000007317","840003125152166","0023","09/13/23","08/29/23","000090",NA,"-","00000","00001"
